,Movie_Titles,genres,Cast
435,The Farthest,"['History', 'Documentary']","['Frank Drake', 'Carolyn Porco', 'Suzanne Dodd', 'Larry Soderblom', 'Nick Sagan', 'James F. Bell', 'Frank Locatell', 'Charley Kohlhase', 'Lawrence Krauss', 'Timothy Ferris', 'Edward Stone', 'Fran Bagenal', 'John Casani', 'Heidi Hammel', 'Jon Lomberg']"
436,Gomorrah,"['Drama', 'Crime']","['Marco Macor', 'Vincenzo Altamura', 'Carmine Paternoster', 'Ciro Petrone', 'Toni Servillo', 'Antonio Aiello', 'Gianfelice Imparato', 'Dora Angelone', 'Salvatore Abruzzese', 'Angelo Aliberti', 'Maria Nazionale', 'Antonio Amato', 'Denis Bajrami', 'Salvatore Cantalupo', 'Gigio Morra']"
437,Days,['Drama'],"['Kang-sheng Lee', 'Anong Houngheuangsy']"
438,To Be and to Have,"['Family', 'Documentary']","['Franck', 'Laura', 'Marie-Elizabeth', 'Axel', 'Létitia', 'Johann', 'Guillaume', 'Julien', 'Alizé', 'Nathalie', 'Olivier', 'Jessie', 'Georges Lopez', 'Johan', 'Jonathan']"
439,Halloween,"['Thriller', 'Horror']","['Charles Cyphers', 'P.J. Soles', 'Nancy Stephens', 'Tony Moran', 'Brian Andrews', 'John Michael Graham', 'Kyle Richards', 'Arthur Malet', 'Jamie Lee Curtis', 'Adam Hollander', 'Nancy Kyes', 'Donald Pleasence', 'Brent Le Page', 'Robert Phalen', 'Mickey Yablans']"
440,Eraserhead,['Horror'],"['Jeanne Bates', 'V. Phipps-Wilson', 'Jack Fisk', 'T. Max Graham', 'Jean Lange', 'Jack Nance', 'Jennifer Chambers Lynch', 'Thomas Coulson', 'Charlotte Stewart', 'Darwin Joston', 'Hal Landon Jr.', 'Allen Joseph', 'Laurel Near', 'John Monez', 'Judith Roberts']"
441,The Velvet Underground,"['Music', 'Documentary']","['Jonathan Richman', 'John Cale', 'Henry Flynt', 'La Monte Young', 'Amy Taubin', 'Sterling Morrison', 'Danny Fields', 'Jonas Mekas', 'Maureen Tucker', 'Richard Mishkin', 'Merrill Reed Weiner', 'Lou Reed', 'John Waters', 'Mary Woronov', 'Barbara Walters', 'Jackson Browne', 'Doug Yule', 'Allen Ginsberg', 'Martha Morrison']"
442,Medium Cool,['Drama'],"['Christine Bergstrom', 'Marrian Walters', 'Peter Bonerz', 'Sid McCoy', 'Edward Croke', 'Doug Kimball', 'Harold Blankenship', 'Bob McAndrew', 'William Sickingen', 'Charles Geary', 'Verna Bloom', 'Robert Forster', 'Marianna Hill', 'Beverly Younger', 'Peter Boyle']"
443,Can You Bring It: Bill T. Jones and D-Man in the Waters,['Documentary'],['Bill T. Jones']
444,Fire at Sea,['Documentary'],"['Samuele Caruana', 'Mattias Cucina', 'Francesco Mannino', 'Francesco Paterna', 'Giuseppe Fragapane', 'Samuele Pucillo', 'Maria Costa', 'Maria Signorello', 'Pietro Bartolo']"
445,The Fugitive,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']","['Sela Ward', 'Julianne Moore', 'Harrison Ford', 'Joe Pantoliano', 'Andreas Katsulas', 'Daniel Roebuck', 'John Drummond', 'Tony Fosco', 'Tom Wood', 'L. Scott Caldwell', 'Tommy Lee Jones', 'Joseph F. Kosala', 'Jeroen Krabbé', 'Ron Dean', 'Miguel Nino']"
446,F for Fake,['Documentary'],"['Richard Wilson', 'David Walsh', 'Elmyr de Hory', 'Orson Welles', 'Joseph Cotten', 'François Reichenbach', 'Richard Drewett', 'Gary Graver', 'Laurence Harvey', 'Edith Irving', 'Oja Kodar', 'Alexander Welles', 'Paul Stewart', 'Clifford Irving', 'Howard Hughes']"
447,About Elly (2009),"['Drama', 'Mystery']","['Mani Haghighi', 'Ahmad Mehranfar', 'Shahab Hosseini', 'Taraneh Alidoosti', ""Marila Zare'i"", 'Saber Abbar', 'Golshifteh Farahani', 'Peyman Moaadi', ""Ra'na Azadivar""]"
448,The Bridge on the River Kwai,"['Adventure', 'Drama', 'War']","['James Donald', 'John Boxer', 'Sessue Hayakawa', 'Geoffrey Horne', 'Ann Sears', 'Percy Herbert', 'M.R.B. Chakrabandhu', 'William Holden', 'Peter Williams', 'André Morell', 'Heihachirô Ôkawa', 'Jack Hawkins', 'Alec Guinness', 'Harold Goodwin', 'Keiichirô Katsumoto']"
449,Goldfinger,"['Action', 'Adventure', 'Thriller']","['Nadja Regin', 'Tania Mallet', 'Martin Benson', 'Honor Blackman', 'Cec Linder', 'Lois Maxwell', 'Shirley Eaton', 'Bill Nagy', 'Michael Mellinger', 'Gert Fröbe', 'Austin Willis', 'Sean Connery', 'Harold Sakata', 'Peter Cranwell', 'Bernard Lee']"
450,Ma Rainey's Black Bottom,"['Drama', 'Music']","['Dusan Brown', 'Taylour Paige', 'Viola Davis', 'Glynn Turman', 'Phil Nardozzi', 'Michael Potts', 'Gregory Bromfield', 'Antonio Fierro', 'James Ciesielski', 'Tony Amen', 'Joshua Harto', 'Chadwick Boseman', 'Jeremy Shamos', 'Brent Feitl', 'Colman Domingo', 'Jordan Rhone', 'Jonathan Coyne']"
451,One False Move,"['Drama', 'Crime']","['Derrick Williams', 'Bill Paxton', 'Cynda Williams', 'Jim Metzler', 'Phyllis Kirklin', 'Billy Bob Thornton', 'Earl Billings', 'Kevin Hunter', 'Michael Beach', ""Meredith 'Jeta' Donovan"", 'Natalie Canerday', 'Jimmy Bridges', 'Robert Anthony Bell', 'Robert Ginnaven', 'Phyllis Sutton']"
452,En el Séptimo Día (On the Seventh Day),['Drama'],"['Delfino Solis', 'Eduardo Espinosa', 'Alfonso Velazquez', 'Alejandro Huitzil', 'Genoel Ramírez', 'Ernesto Lucero', 'Abel Perez', 'Fernando Cardona', 'Alex Halpern', 'Gilberto Arenas', 'Gilberto Jimenez', 'Cristofer Huitzil', 'Ricardo Gonzalez', 'Christopher Gabriel Núñez', 'Donal Brophy']"
453,Jane,"['Biography', 'Documentary']",['Jane Goodall']
454,Jaws,"['Adventure', 'Thriller', 'Horror']","['Carl Gottlieb', 'Ted Grossman', 'Craig Kingsbury', 'Richard Dreyfuss', 'Robert Shaw', 'Jonathan Filley', 'Susan Backlinie', 'Murray Hamilton', 'Lorraine Gary', 'Jay Mello', 'Lee Fierro', 'Roy Scheider', 'Jeffrey Voorhees', 'Chris Rebello', 'Jeffrey Kramer']"
455,We Are the Best!,['Drama'],"['Johan Liljemark', 'Steve Kratz', 'Liv LeMoyne', 'Berndt', 'Mattias Wiberg', 'Henrik Dahl', 'Vanja Engstr', 'Ann-Sofie Rase', 'Alexander Karlsson', 'Lena Nylén', 'Emrik Ekholm', 'Lena Carlsson', 'Peter Eriksson', 'Charlie Falk', 'Mira Grosin', 'Per Fenger-Krog', 'Serina Bj', 'Viveca Dahlén', 'Alvin Strollo', 'Clara Christiansson', 'Anna Rydgren', 'David Dencik', 'Sofi Ahlström Helleday', 'Jonathan Salomonsson', 'Lily Moodysson', 'Mads Korsgaard', 'Ylva Olaison', 'Mira Barkhammar']"
456,Spartacus,"['Adventure', 'Biography', 'Drama', 'History', 'War']","['Charles McGraw', 'Charles Laughton', 'Harold J. Stone', 'Peter Ustinov', 'Laurence Olivier', 'Woody Strode', 'Joanna Barnes', 'John Dall', 'Nina Foch', 'Herbert Lom', 'Kirk Douglas', 'John Gavin', 'Peter Brocco', 'Jean Simmons', 'John Ireland']"
457,Small Axe: Education,['Drama'],"['Eddie-Joe Robinson', 'Calum Callaghan', 'Steve Toussaint', 'Jim Sturgeon', 'John Boyega', 'Joy Richardson', 'Stephen Boxer', 'Ciarán Owens', 'Tyrone Huntley', 'Robert Godley-Harrod', 'Jaden Oshenye', 'Martin Portlock', 'Nathan Vidal', 'Marina Hayter', 'Conor Lowson']"
458,About Endlessness,"['Drama', 'Fantasy']","['Ania Nova', 'Gloria Ormandlaky', 'Lotta Forsberg', 'Ville Elfving', 'Florencio Urbano', 'Jessica Louthander', 'Amanda Davies', 'Tatiana Delaunay', 'Olivia Hatamian Sjölund', 'Kristina Ekmark', 'Conny Block', 'Bertil J. Nyberg', 'Anja Broms', 'Marie Burman', 'Mattias Königsson', 'Fanny Forsdik', 'Göran Holm', 'Stefan Karlsson', 'Anders Hellström', 'Lesley Leichtweis Bernardi', 'Jan-Eje Ferling', 'Lars Sandström', 'Thore Flygel', 'Jan Steen', 'Lisa Blohm', 'Bengt Bergius', 'Nina Törmark', 'Anton Forsdik', 'Inger Hernmyr', 'Rebecka Enholm', 'Martin Serner', 'Karin Engman', 'Lars Flenstedt-Waleij']"
459,Back to the Future,"['Adventure', 'Sci-Fi', 'Comedy']","['Casey Siemaszko', 'Wendie Jo Sperber', 'James Tolkan', 'Harry Waters, Jr.', 'Claudia Wells', 'Marc McClure', 'Thomas F. Wilson', 'Michael J. Fox', 'J.J. Cohen', 'Christopher Lloyd', 'Lea Thompson', 'Frances Lee McCain', 'George DiCenzo', 'Billy Zane', 'Crispin Glover']"
460,If Beale Street Could Talk,"['Drama', 'Romance', 'Crime']","['Faith Logan', 'Diego Luna', 'Finn Wittrock', 'Doris McCarthy', 'Stephan James', 'KiKi Layne', 'Aunjanue Ellis', 'Dominique Thorne', 'Marcia Jean Kurtz', 'Regina King', 'Dave Franco', 'Brian Tyree Henry', 'Pedro Pascal', 'Michael Beach', 'Colman Domingo', 'Ebony Obsidian', 'Teyonah Parris', 'Ed Skrein', 'Emily Rios']"
461,My Journey Through French Cinema,['Documentary'],"['Bertrand Tavernier', 'Jean-Paul Gaultier', 'André Marcon', 'Michel Deville', 'Antoine Duhamel', 'Jean-Luc Godard', 'Georges de Beauregard', 'Thierry Frémaux', 'Françoise Giroud', 'Eddie Constantine', 'Jacques Becker', 'Marcel Carné', 'Jean Gabin', 'Claude Chabrol', 'Jean-Paul Belmondo', 'Raoul Coutard']"
462,Wallace & Gromit: The Curse of the Were-Rabbit,"['Adventure', 'Comedy', 'Animation', 'Family']","['Liz Smith', 'Dicken Ashworth', 'John Thomson', 'Geraldine McEwan', 'Vincent Ebrahim', 'Noni Lewis', 'Peter Kay', 'Mark Gatiss', 'Ralph Fiennes', 'Pete Atkin', 'Peter Sallis', 'Robert Horvath', 'Nicholas Smith', 'Helena Bonham Carter', 'Edward Kelsey']"
463,The Diary of a Teenage Girl,"['Drama', 'Romance']","['Quinn Nagle', 'Samantha Hyde', 'John Parsons', 'Abby Wait', 'Madeleine Waters', 'Susannah Schulman', 'Davy Clements', 'Alexander Skarsgård', 'Bel Powley', 'Austin Lyon', 'Drew Benda', 'Domino The Cat', 'Christopher Meloni', 'Miranda Bailey', 'Kristen Wiig', 'David Fine', 'Giovanni Miller', 'Natalie Stephany Aguilar', 'Charles Lewis III', 'Carson Mell', 'Margarita Levieva']"
464,Elena,['Drama'],"['Yelena Lyadova', 'Nadezhda Markina', 'Aleksey Rozin', 'Andrey Smirnov']"
465,All Is Lost,"['Action', 'Adventure', 'Drama']",['Robert Redford']
466,Hereditary,"['Drama', 'Mystery', 'Thriller', 'Horror']","['Jarrod Phillips', 'Marilyn Miller', 'Moises L. Tovar', 'A.J. Moss', 'Gabriel Byrne', 'Jake Brown', 'Austin R. Grant', 'BriAnn Rachele', 'Milly Shapiro', 'Alex Wolff', 'John Forker', 'Chad Wright', 'Rachelle Hardy', 'Toni Collette', 'Ann Dowd', 'Brock McKinney', 'Harrison Nell', 'Gerry Garcia', 'Zachary Arthur', 'Lorenzo Silva', 'Mallory Bechtel', 'Gabriel Monroe Eckert', 'Mark Blockovich', 'Heidi Méndez', 'Jason Miyagi', 'Shane Morrisun', 'Morgan Lund', 'Christy Summerhays']"
467,Wheel of Fortune and Fantasy,"['Drama', 'Romance']","['Fusako Urabe', 'Hyunri', 'Katsuki Mori', 'Aoba Kawai', 'Ayumu Nakajima', 'Kiyohiko Shibukawa', 'Shouma Kai', 'Kotone Furukawa']"
468,Listen to Me Marlon,"['Biography', 'Documentary']",['Marlon Brando']
469,Gideon's Army,['Documentary'],[]
470,Serpico (re-release),"['Biography', 'Drama', 'Crime']","['John Randolph', 'Biff McGuire', 'Barbara Eda-Young', 'Hank Garrett', 'John Medici', 'Edward Grover', 'Damien Leake', 'Joseph Bova', 'Cornelia Sharpe', 'Al Pacino', 'Jack Kehoe', 'Norman Ornellas', 'Allan Rich', 'Albert Henderson', 'Tony Roberts']"
471,Maria Full of Grace,"['Drama', 'Thriller', 'Crime']","['Victor Macias', 'Catalina Sandino Moreno', 'Jaime Osorio Gómez', 'Evangelina Morales', 'Mateo Suarez', 'Guilied Lopez', 'Fabricio Suarez', 'John Álex Toro', 'Wilson Guerrero', 'Yenny Paola Vega', 'Virgina Ariza', 'Charles Albert Patiño', 'Rodrigo Sánchez Borhorquez', 'Juana Guarderas', 'Johanna Andrea Mora']"
472,Fateless,['Drama'],"['Endre Harkányi', 'Tibor Mertz', 'Zoltán Bukovszki', 'András M. Kecskés', 'Áron Dimény', 'Gábor Nyiri', 'Jenö Nagy', 'Péter Fancsikai', 'Dani Szabó', 'Béla Dóra', 'Péter Vida', 'Bálint Péntek', 'Zsolt Dér', 'Márton Brezina', 'Marcell Nagy']"
473,Happy as Lazzaro,['Drama'],"['Alessandro Genovesi', 'Natalino Balasso', 'Daria Pascal Attolini', 'Maddalena Baiocco', 'Carlo Massimino', 'Tommaso Ragno', 'Adriano Tardiolo', 'Nicoletta Braschi', 'Elisabetta Rocchetti', 'Antonio Salines', 'Alba Rohrwacher', 'Davide Denci', 'Ettore Scarpa', 'Leonardo Nigro', 'Gala Othero Winter', 'Giulia Caccavello', 'Agnese Graziani', 'Luca Chikovani', 'David Bennent', 'Annunziata Capretto', 'Sergi López']"
474,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"['War', 'Documentary']","['Woodrow Wilson', 'John F. Kennedy', 'Harry Reasoner', 'Curtis LeMay', 'Lyndon Johnson', 'Richard Nixon', 'Robert McNamara', 'Errol Morris', 'Fidel Castro', 'Barry Goldwater', 'Franklin Delano Roosevelt', 'Nikita Khrushchev']"
475,Uncle Boonmee Who Can Recall His Past Lives,"['Fantasy', 'Comedy']","['Thanapat Saisaymar', 'Jenjira Pongpas', 'Vien Pimdee', 'Matthieu Ly', 'Sakda Kaewbuadee']"
476,Brokeback Mountain,"['Drama', 'Romance', 'Western']","['David Harbour', 'David Trimble', 'Marty Antonini', 'Kate Mara', 'Larry Reese', 'Michelle Williams', 'Lachlan Mackintosh', 'Valerie Planche', 'Víctor Reyes', 'Heath Ledger', 'Anna Faris', 'Jake Gyllenhaal', 'Randy Quaid', 'Linda Cardellini', 'Anne Hathaway']"
477,Cemetery of Splendor,['Drama'],"['Banlop Lomnoi', 'Petcharat Chaiburi', 'Pongsadhorn Lertsukon', 'Boonyarak Bodlakorn', 'Jarinpattra Rueangram', 'Richard Abramson', 'Wacharee Nagvichien', 'Jenjira Pongpas', 'Jenjira Jansuda', 'Apinya Unphanlam', 'Sakda Kaewbuadee', 'Sujittraporn Wongsrikeaw', 'Bhattaratorn Senkraigul', 'Kammanit Sansuklerd', 'Sasipim Piwansenee', 'Tawatchai Buawat']"
478,The Kid with a Bike,['Drama'],"['Olivier Gourmet', 'Egon Di Mateo', 'Carl Jadot', 'Hicham Slaoui', 'Samuel De Rijk', 'Batiste Sornin', 'Jean-Michel Balthazar', 'Claudy Delfosse', 'Myriem Akeddiou', 'Sandra Raco', 'Fabrizio Rongione', 'Jérémie Renier', 'Thomas Doret', 'Cécile De France', 'Frédéric Dussenne']"
479,Mutiny on the Bounty,"['Adventure', 'Biography', 'Drama', 'History', 'Romance']","['Byron Russell', 'Charles Laughton', 'Dudley Digges', 'Spring Byington', 'Donald Crisp', 'Francis Lister', 'Movita', 'Clark Gable', 'Henry Stephenson', 'Mamo Clark', 'Herbert Mundin', 'Franchot Tone', 'Eddie Quillan', 'David Torrence', 'Percy Waram']"
480,Spider-Man: Into the Spider-Verse,"['Action', 'Adventure', 'Sci-Fi', 'Comedy', 'Animation', 'Family']","['Hailee Steinfeld', 'Liev Schreiber', 'Jessica Mikayla Adams', 'Muneeb Rehman', 'Natalie Morales', 'Oscar Isaac', 'Stan Lee', 'Nicolas Cage', 'Mahershala Ali', 'Zoë Kravitz', 'Kimiko Glenn', 'Brian Tyree Henry', 'Chris Pine', 'Nick Jaine', 'Lily Tomlin', 'Kathryn Hahn', 'Shameik Moore', 'John Mulaney', 'Alycia Cooper', 'Melanie Haynes', 'Lauren Vélez', 'Jake M. Johnson']"
481,The Wicker Man,"['Mystery', 'Thriller', 'Horror']","['Britt Ekland', 'Irene Sunters', 'Aubrey Morris', 'Barbara Rafferty', 'Diane Cilento', 'Lindsay Kemp', 'Ian Campbell', 'Peter Brewis', 'Edward Woodward', 'Ingrid Pitt', 'Walter Carr', 'Christopher Lee', 'Leslie Blackater', 'Roy Boyd', 'Russell Waters']"
482,Love & Friendship,"['Drama', 'Comedy', 'Romance']","['Jenn Murray', 'Jordan Waller', 'Xavier Samuel', 'Morfydd Clark', 'Justin Edwards', 'Kelly Campbell', ""Lochlainn O'Mearain"", 'Frank Prendergast', 'James Fleet', 'Jemma Redgrave', 'Sophie Radermacher', 'Kate Beckinsale', 'Stephen Fry', 'Tom Bennett', 'Chloë Sevigny', 'Emma Greenwell', 'Conor MacNeill', 'Conor Lambert', 'Ross Mac Mahon']"
483,Particle Fever,['Documentary'],"['Monica Dunford', 'Jed Biesiada', 'Mike Lamont', 'Fabiola Gianotti', 'Andy Cohen', 'David Kaplan', 'Albert de Roeck', 'Nima Arkani-Hamed', 'Martin Aleksa', 'Christophe Clement', 'Asmina Arvanitaki', 'Savas Dimopoulos', 'Kyle Cranmer', 'James Beacham', 'Katherine Copic']"
484,Tarnation,['Documentary'],"['Michael Cox', 'Jonathan Caouette', 'Rosemary Davis', 'David Leblanc', 'Steve Caouette', 'Vanda Stovall', 'Stacey Mowery', 'Greg Ayres', 'Joshua Williams', 'David Sanin Paz', 'Dagon James', 'Adolph Davis', 'Michael Mouton', 'Renee Leblanc', 'Vivian Kalinov']"
485,Microcosmos,['Documentary'],"['Kristin Scott Thomas', 'Jacques Perrin']"
486,Murderball,"['Sport', 'Documentary']","['Scott Hogsett', 'Bob Lujano', 'Dave Willsie', 'Joe Bishop', 'Joe Soares', 'Kevin Orr', 'Keith Cavill', 'Mark Zupan', 'Andy Cohn', 'Christopher Igoe']"
487,Life Itself,"['Biography', 'Documentary']","['Ramin Bahrani', 'A.O. Scott', 'Ava DuVernay', 'Marlene Iglitzen', 'Roger Ebert', 'Martin Scorsese', 'Marlene Siskel', 'Errol Morris', 'Stephen Stanton', 'William Nack', 'Werner Herzog', 'Gene Siskel', 'Chaz Ebert']"
488,The Shape of Water,"['Adventure', 'Drama', 'Thriller', 'Fantasy', 'Horror', 'Romance', 'War']","['Nigel Bennett', 'Sally Hawkins', 'Allegra Fulton', 'Octavia Spencer', 'Maxine Grossman', 'John Kapelos', 'Doug Jones', 'Michael Shannon', 'Cyndy Day', 'Evgeny Akimov', 'Michael Stuhlbarg', 'Nick Searcy', 'Marvin Kaye', 'Richard Jenkins', 'Martin Roach', 'Madison Ferguson', 'Stewart Arnott', 'Lauren Lee Smith', 'David Hewlett', 'Jayden Greig', 'Dru Viergever', 'Morgan Kelly', 'Amanda Smith']"
489,Rewind,"['Drama', 'Documentary']",[]
490,Shine,"['Biography', 'Drama', 'Romance', 'Music']","['Randall Berger', 'Alex Rafalowicz', 'Paul Linkson', 'Noah Taylor', 'Justin Braine', 'Marta Kaczmarek', 'Armin Mueller-Stahl', 'Chris Haywood', 'Gordon Poole', 'Sonia Todd', 'Rebecca Gooden', 'Geoffrey Rush', 'Nicholas Bell', 'Danielle Cox', 'John Cousins']"
491,Bisbee '17,"['Western', 'Documentary']","['Aaron Gain', 'Laurie McKenna', 'Mike Anderson', 'Mary Ellen Dunlap', 'Mel Ray', 'Ken Boe', 'Sue Ray', 'Annie Graeme-Larkin', 'Steve Ray', 'Richard Graeme Iii', 'Doug Graeme', 'Benjamin Joel Caron', 'Chris Dietz', 'Charles Bethea', 'James West', 'Dick Graeme', 'Richard Hodges']"
492,Grizzly Man,"['Biography', 'Documentary']","['Franc G. Fallico', 'David Letterman', 'Timothy Treadwell', 'Jewel Palovak', 'Amie Huguenard', 'Val Dexter', 'Kathleen Parker', 'Marc Gaede', 'Carol Dexter', 'Warren Queeney', 'Werner Herzog', 'Sven Haakanson Jr.', 'Sam Egli', 'Willy Fulton', 'Marnie Gaede']"
493,Adam's Rib,"['Drama', 'Comedy', 'Romance']","['Charles Bastin', 'Polly Moran', 'Jean Hagen', 'Hope Emerson', 'David Wayne', 'Elizabeth Flournoy', 'Clarence Kolb', 'Bonnie Bannon', 'Spencer Tracy', 'Eve March', 'Judy Holliday', 'Emerson Treacy', 'Katharine Hepburn', 'Will Wright', 'Tom Ewell']"
494,Dirty Harry,"['Action', 'Thriller', 'Crime']","['Harry Guardino', 'James Nolan', 'Ruth Kobart', 'Lyn Edgington', 'John Mitchum', 'Woodrow Parfrey', 'Maurice Argent', 'Josef Sommer', 'Andrew Robinson', 'Mae Mercer', 'Reni Santoni', 'John Larch', 'William Paterson', 'Clint Eastwood', 'John Vernon']"
495,Gregory Crewdson: Brief Encounters,"['Biography', 'Drama', 'Documentary']","[""Richard 'Rico' Sands"", 'Gregory Crewdson']"
496,Moneyball,['Drama'],"['Philip Seymour Hoffman', 'Chris Pratt', 'Olivia Dudley', 'Sergio Garcia', 'Adrian Bellani', 'Stephen Bishop', 'Kathryn Morris', 'Erin Pickett', 'Tammy Blanchard', 'Keith Middlebrook', 'Brad Pitt', 'Jonah Hill', 'James Shanklin', 'Glenn Morshower', 'Robin Wright']"
497,The Autobiography of Nicolae Ceausescu,['Documentary'],"['Kim Ir-Sen', 'Erich Honecker', 'Elena Ceausescu', 'Queen Elizabeth II', 'Richard Nixon', 'Wladyslaw Gomulka', 'Edward Gierek', 'Wojciech Jaruzelski', 'Mikhail Gorbachev', 'Jimmy Carter', 'Charles de Gaulle', 'Prince Philip', 'Leonid Brezhnev', 'Nicolae Ceausescu', 'Mao Zedong']"
498,All About My Mother,['Drama'],"['Toni Cantó', 'Juan José Otegui', 'José Luis Torrijo', 'Eloy Azorín', 'Cecilia Roth', 'Antonia San Juan', 'Fernando Fernán Gómez', 'Carlos Lozano', 'Candela Peña', 'Carmen Balagué', 'Fernando Guillén', 'Marisa Paredes', 'Manuel Morón', 'Rosa Maria Sardà', 'Penélope Cruz']"
499,The English Patient,"['Drama', 'Romance', 'War']","['Colin Firth', 'Naveen Andrews', 'Torri Higginson', 'Nino Castelnuovo', 'Kristin Scott Thomas', 'Ralph Fiennes', 'Juliette Binoche', 'Julian Wadham', 'Clive Merrison', 'Peter Rühring', 'Willem Dafoe', 'Jürgen Prochnow', 'Geordie Johnson', 'Hichem Rostom', 'Kevin Whately']"
