,Movie_Titles,genres,Cast
131,The Decline of Western Civilization,"['History', 'Music', 'Documentary']","['Claude Bessy', 'Circle Jerks', 'Alice Bag Band', 'Don Bolles', 'Alice Bag', 'Darby Crash', 'Fear', 'Bill Gazzarri', 'Lorna Doom', 'Frank Gargani', 'John Doe', 'Dinah Cancer', 'Philo Cramer', 'Black Flag', 'Exene Cervenka']"
132,Yojimbo,"['Action', 'Drama', 'Thriller']","['Isuzu Yamada', 'Daisuke Katô', 'Ikio Sawamura', 'Yôko Tsukasa', 'Hiroshi Tachikawa', 'Takashi Shimura', 'Susumu Fujita', 'Tatsuya Nakadai', 'Seizaburô Kawazu', 'Kyû Sazanka', 'Eijirô Tôno', 'Toshirô Mifune', 'Kamatari Fujiwara', 'Atsushi Watanabe', 'Yôsuke Natsuki']"
133,Rio Bravo,"['Action', 'Drama', 'Western']","['Angie Dickinson', 'John Russell', 'John Wayne', 'Harry Carey Jr.', 'Walter Brennan', 'Estelita Rodriguez', 'Claude Akins', 'Pedro Gonzalez Gonzalez', 'Fred Aldrich', 'Ward Bond', 'Dean Martin', 'Sheb Wooley', 'Malcolm Atterbury', 'Frank Balderrama', 'Ricky Nelson']"
134,Brother's Keeper,"['Mystery', 'Crime', 'Documentary']","['Maynard A. Cosnett', 'Joseph F. Loszynski', 'Robert J. Killough', 'Roscoe Ward', 'Connie Chung', 'Harry Thurston', 'Lyman Ward', 'Dave Goff', 'John W. Graham', 'Walt Geisler', 'Delbert Ward', 'Ralph A. Cognetti', 'John Teeple', 'Donald F. Cerio', 'Ken Elmer']"
135,Sankofa,['Drama'],"['Nick Medley', 'Mzuri', 'Oyafunmike Ogunlano', 'Reggie Carter', 'Kofi Ghanaba', 'Stanley Michelson', 'Louise Reid', 'John A. Mason', 'Jimmy Lee Savage', 'Afemo Omilami', 'Hasinatu Camara', 'Roger Doctor', 'Alexandra Duah', 'Mutabaruka', 'Jim Faircloth']"
136,Crumb,"['Biography', 'Documentary']","['Dana Morgan', 'Aline Kominsky', 'Beatrice Crumb', 'Spain Rodriguez', 'Trina Robbins', 'Deirdre English', 'Martin Müller', 'Maxon Crumb', 'Charles Crumb', 'Don Donahue', 'Robert Crumb', 'Peggy Orenstein', 'Robert Hughes', 'Bill Griffith', 'Kathy Goodell']"
137,Spotlight,"['Biography', 'Drama', 'History', 'Thriller']","['Neal Huff', 'Liev Schreiber', 'Rachel McAdams', 'Robert B. Kennedy', 'Billy Crudup', 'Lana Antonova', 'Duane Murray', 'Shawn Contois', 'Christopher Gallagher', 'Gary Galone', 'Michael Keaton', 'Len Cariou', ""Brian d'Arcy James"", 'Rob deLeeuw', 'Michael Cyril Creighton', 'Stanley Tucci', 'Zarrin Darnell-Martin', 'Faith Fay', 'Sharon McFarlane', 'Elena Wohl', 'John Slattery', 'Stefanie Drummond', 'London Hall', 'Mark Ruffalo', 'Doug Murray', 'Paul Guilfoyle', 'Gene Amoroso', 'Dallas Peplow', 'Jamey Sheridan', 'Elena Juatco']"
138,The Band Wagon,"['Comedy', 'Romance', 'Musical']","['Patsy Bangs', 'Robert Gist', 'Nanette Fabray', 'Oscar Levant', 'Richard Alexander', 'Cyd Charisse', 'Fred Astaire', 'Lysa Baugher', 'Barbara Bailey', 'Ernest Anderson', 'Fred Aldrich', 'Jack Buchanan', 'James Mitchell', 'Brandon Beach', 'India Adams']"
139,One More Time with Feeling,"['Music', 'Documentary']","['Nick Cave & The Bad Seeds', 'Warren Ellis', 'Nick Cave & the Bad Seeds', 'Nick Cave']"
140,The Diving Bell and the Butterfly,"['Biography', 'Drama']","['Gérard Watkins', 'Olatz López Garmendia', 'Talina Boyaci', 'Jean-Pierre Cassel', 'Marina Hands', 'Marie-Josée Croze', 'Anne Consigny', 'Mathieu Amalric', 'Fiorella Campanella', 'Emmanuelle Seigner', 'Patrick Chesnais', 'Isaach De Bankolé', 'Théo Sampaio', 'Max von Sydow', 'Niels Arestrup']"
141,Invasion of the Body Snatchers,"['Sci-Fi', 'Drama', 'Horror']","['Kenneth Patterson', 'Bobby Clark', 'Beatrice Maude', 'Ralph Dumke', 'Guy Way', 'Eileen Stevens', 'King Donovan', 'Kevin McCarthy', 'Jean Willes', 'Jean Andren', 'Tom Fadden', 'Larry Gates', 'Virginia Christine', 'Dana Wynter', 'Carolyn Jones']"
142,The Class,['Drama'],"['Damien Gomes', 'Dalla Doucoure', 'Burak Özyilmaz', 'Agame Malembo-Emene', 'Arthur Fogel', 'Juliette Demaille', 'Henriette Kasaruhanda', 'François Bégaudeau', 'Justine Wu', 'Eva Paradiso', 'Carl Nanor', 'Boubacar Toure', 'Angélica Sancio', 'Esmeralda Ouertani', 'Cherif Bounaïdja Rachedi']"
143,Platoon,"['Drama', 'War']","['Reggie Johnson', 'Corey Glover', 'Corkey Ford', 'Kevin Dillon', 'Bob Orwig', 'Forest Whitaker', 'David Neidorf', 'Johnny Depp', 'Keith David', 'Mark Moses', 'Tom Berenger', 'Francesco Quinn', 'Chris Pedersen', 'John C. McGinley', 'Willem Dafoe']"
144,35 Shots of Rum,['Drama'],"['Cheikh Toure', 'Djédjé Apali', 'Alex Descas', 'Eriq Ebouaney', 'Mario Canonge', 'Mary Pie', 'Mati Diop', 'Ingrid Caven', 'Julieth Mars Toussaint', 'Nicole Dogue', 'Stéphane Pocrain', 'Grégoire Colin', 'Adèle Ado', 'David Saada', 'Jean-Christophe Folly']"
145,Apocalypse Now: Final Cut,"['Drama', 'Mystery', 'War']",[]
146,Chinatown,"['Drama', 'Mystery', 'Thriller', 'Crime']","['Darrell Zwerling', 'Joe Mantell', 'Roy Jenson', ""James O'Rear"", 'John Huston', 'Perry Lopez', 'Roman Polanski', 'Diane Ladd', 'James Hong', 'John Hillerman', 'Nandu Hinds', 'Faye Dunaway', 'Bruce Glover', 'Jack Nicholson', 'Richard Bakalyan']"
147,The Florida Project,['Drama'],"['Josie Olivo', 'Christopher Rivera', 'Bria Vinaite', 'Karren Karagulian', 'Willem Dafoe', 'Bronwyn Valley', 'Jasineia Ramos', 'Gary B. Gross', 'Jim R. Coleman', 'Valeria Cotto', 'Mela Murder', 'Kelly Fitzgerald', 'Jason Blackwater', 'Sabina Friedman-Seitz', 'Caleb Landry Jones', 'Macon Blair', 'Carl Bradfield', 'Krystal Nicole Watts', 'Aiden Malik', 'Rosa Medina Perez', 'Brooklynn Prince', 'Jim Coleman', 'Sandy Kane', 'Edward Pagan', 'Patti Wiley']"
148,Timbuktu,['Drama'],"['Pino Desperado', 'Cheik A.G. Emakni', 'Yoro Diakité', 'Adel Mahmoud Cherif', 'Mehdi A.G. Mohamed', 'Fatoumata Diawara', 'Layla Walet Mohamed', 'Weli Cleib', 'Toulou Kiki', 'Abel Jafri', 'Hichem Yacoubi', 'Mamby Kamissoko', 'Ibrahim Ahmed', 'Kettly Noël', 'Zikra Oualet Moussa', 'Salem Dendou']"
149,Frenzy,['Thriller'],"['Anna Massey', 'John Boxer', 'Michael Bates', 'Barry Foster', 'Jon Finch', 'Madge Ryan', 'Bernard Cribbins', 'Gerald Sim', 'Jean Marsh', 'Barbara Leigh-Hunt', 'Billie Whitelaw', 'Alec McCowen', 'Clive Swift', 'Vivien Merchant', 'Elsie Randolph']"
150,Brief Encounter,"['Drama', 'Romance']","['Noel Coward', 'Trevor Howard', 'Cyril Raymond', 'Sydney Bromley', 'Wilfred Babbage', 'Joyce Carey', 'Celia Johnson', 'Margaret Barton', 'Marjorie Mars', 'Stanley Holloway', 'Wallace Bosco', 'Everley Gregg', 'Nuna Davey', 'Valentine Dyall', 'Alfie Bass']"
151,Cool Hand Luke,"['Drama', 'Crime']","['J.D. Cannon', 'Dennis Hopper', 'Robert Drivas', 'Robert Donner', 'Strother Martin', 'Marc Cavell', 'Warren Finnerty', 'Clifton James', 'George Kennedy', 'Richard Davalos', 'Paul Newman', 'Luke Askew', 'Morgan Woodward', 'Lou Antonio', 'Jo Van Fleet']"
152,Little Women,"['Drama', 'Romance', 'Family']","['Douglass Montgomery', 'John Lodge', 'Nydia Westman', 'Spring Byington', 'Joan Bennett', 'Mabel Colcord', 'Edna May Oliver', 'Jean Parker', 'Katharine Hepburn', 'Henry Stephenson', 'Paul Lukas', 'Frances Dee', 'Harry Beresford', 'Samuel S. Hinds', 'Marion Ballou']"
153,Maborosi,['Drama'],"['Shuichi Harada', 'Naomi Watanabe', 'Midori Kiuchi', 'Hidekazu Akai', 'Akira Emoto', 'Takashi Naitô', 'Mutsuko Sakura', 'Minori Terada', 'Gohki Kashiyama', 'Makiko Esumi', 'Kikuko Hashimoto', 'Ren Ôsugi', 'Takashi Inoue', 'Hiromi Ichida', 'Tadanobu Asano']"
154,Top Hat,"['Comedy', 'Romance', 'Musical']","['Lucille Ball', 'Ginger Rogers', 'Helen Broderick', 'Eric Blore', 'Robert Adair', 'Gino Corrado', 'Tito Blasco', 'Roy Brent', 'Tom Brandon', 'Fred Astaire', 'Tom Costello', 'Phyllis Coghlan', 'Erik Rhodes', 'Edward Everett Horton', 'Lorinne Crawford']"
155,Apocalypse Now Redux,"['Action', 'Drama', 'War']","['Dennis Hopper', 'Harrison Ford', 'Jerry Ziesmer', 'Robert Duvall', 'Marlon Brando', 'Frederic Forrest', 'James Keane', 'Albert Hall', 'Martin Sheen', 'G.D. Spradlin', 'Bo Byers', 'Kerry Rossall', 'Scott Glenn', 'Sam Bottoms', 'Laurence Fishburne']"
156,Never Rarely Sometimes Always,['Drama'],"['Lester Greene', 'Théodore Pellerin', 'Ryan Eggold', 'Daniel Buneta', 'Sam Dugger', 'Talia Ryder', 'April Szykeruk', 'Sidney Flanigan', 'Christian Clements', 'Michael Erik', 'Brett Puglisi', 'Aurora Richards', 'Denise Pillott', 'Jingjing Tian', 'Eliazar Jimenez', 'Sharon Van Etten', 'Deepti Menon', 'Alana Barrett-Adkins', 'Drew Seltzer', 'Guy A. Fortt', 'Rose Elizabeth Richards', 'John Ballinger Sr.', 'Alexander Carney', 'Brian Altemus', 'David Buneta', 'Carolina Espiro', 'Luz Ozuna', 'Kim Rios Lin', 'Amy Tribbey', 'Lizbeth MacKay', 'Mia Dillon']"
157,Annie Hall,"['Drama', 'Comedy', 'Romance']","['Donald Symington', 'Janet Margolin', 'Paul Simon', 'Carol Kane', 'Ruth Volner', 'Woody Allen', 'Helen Ludlam', 'Joan Neuman', 'Shelley Duvall', 'Tony Roberts', 'Colleen Dewhurst', 'Mordecai Lawner', 'Jonathan Munk', 'Diane Keaton', 'Christopher Walken']"
158,The Lord of the Rings: The Fellowship of the Ring,"['Action', 'Adventure', 'Fantasy']","['Megan Edwards', 'Ian McKellen', 'Michael Elsworth', 'Cate Blanchett', 'Andy Serkis', 'Mark Ferguson', 'Sala Baker', 'Noel Appleby', 'Billy Boyd', 'Ian Holm', 'Lawrence Makoare', 'Orlando Bloom', 'Sean Astin', 'Sean Bean', 'Christopher Lee', 'Marton Csokas', 'Elijah Wood', 'Alan Howard']"
159,Quiz Show,"['Drama', 'History']","['Christopher McDonald', 'Griffin Dunne', 'John Turturro', 'Paul Guilfoyle', 'George Martin', 'Elizabeth Wilson', 'David Paymer', 'Johann Carlo', 'Mira Sorvino', 'Hank Azaria', 'Rob Morrow', 'Michael Mantell', 'Paul Scofield', 'Allan Rich', 'Ralph Fiennes']"
160,Leviathan,['Drama'],"['Aleksey Rozin', 'Igor Savochkin', 'Igor Litovkin', 'Irina Ryndina', 'Kristina Pakarina', 'Anna Ukolova', 'Sergei Borisov', 'Vladimir Lupanov', 'Valeriy Grishko', 'Vyacheslav Gonchar', 'Sergey Bachurskiy', 'Alla Emintseva', 'Dmitriy Bykovskiy-Romashov', 'Evgeniy Yakunin', 'Vladimir Vdovichenkov', 'Natasha Garustovich', 'Platon Kamenev', 'Roman Madyanov', 'Aleksey Pavlov', 'Alim Bidnenko', 'Aleksey Serebryakov', 'Irina Vilkova', 'Yelena Lyadova', 'Irina Graba', 'Andrey Belozerov', 'Lesya Kudryashova', 'Elena Lyadova', 'Sergey Pokhodaev', 'Igor Sergeev', 'Olga Lapshina']"
161,Werckmeister Harmonies,"['Sci-Fi', 'Drama', 'Mystery', 'Thriller', 'Horror', 'Crime']","['Alfréd Járai', 'Lajos Dobák', 'Enikö Börcsök', 'Djoko Rosic', 'Putyi Horváth', 'Tamás Wichmann', 'Ferenc Kállai', 'Hanna Schygulla', 'Mihály Kormos', 'György Barkó', 'János Derzsi', 'Lars Rudolph', 'Éva Almássy Albert', 'Irén Szajki', 'Peter Fitz']"
162,Toy Story 3,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']","['John Morris', 'Tim Allen', 'Don Rickles', 'John Ratzenberger', 'Teddy Newton', 'Estelle Harris', 'Blake Clark', 'Laurie Metcalf', 'Jodi Benson', 'Ned Beatty', 'Wallace Shawn', 'Joan Cusack', 'Michael Keaton', 'Tom Hanks', 'Emily Hahn']"
163,This Is Spinal Tap,"['Comedy', 'Music']","['Jean Cromie', 'Rob Reiner', 'Bruno Kirby', 'Tony Hendra', 'David Kaff', 'Christopher Guest', 'Shari Hall', 'R.J. Parnell', 'Kimberly Stringer', 'Michael McKean', 'Danny Kortchmar', 'Ed Begley Jr.', 'Patrick Maher', 'Chazz Dominguez', 'Harry Shearer']"
164,The Look of Silence,['Documentary'],[]
165,Tower,"['History', 'Crime', 'Animation', 'Documentary']","['Timothy Lucas', 'Vicky Illk', 'Séamus Bolivar-Ochoa', 'Blair Jackson', 'Louie Arnette', 'Monty Muir', 'Chris Doubek', 'Jeremy Brown', 'Josephine McAdam', 'Karen Davidson', 'Cole Bresnehen', 'Violett Beane', 'Reece Everett Ryan', 'Aldo Ordoñez', 'Cole Bee Wilson', 'John Fitch']"
166,The Rider,"['Adventure', 'Drama', 'Comedy', 'Romance', 'Western', 'Music']","['Derrick Janis', 'Lilly Jandreau', 'Marshal Byrne', 'Tanner Langdeau', 'Alan Reddy', 'Cat Clifford', 'Brady Jandreau', 'James Calhoon', 'Kevin Hunter', 'Lane Scott', 'Steven DeWolfe', 'Leroy Pourier', 'Terri Dawn Pourier', 'Tim Jandreau', 'Jordon Slick Phelps', 'Greg Barber', 'Allen Reddy']"
167,Moolaadé,['Drama'],"['Ousmane Konaté', 'Modibo Sangaré', 'Théophile Sowié', 'Salimata Traoré', 'Mah Compaoré', 'Rasmane Ouedraogo', 'Dominique Zeïda', 'Gustave Sorgho', 'Cheick Oumar Maiga', 'Balla Habib Dembélé', 'Bakaramoto Sanogo', 'Fatoumata Coulibaly', 'Maimouna Hélène Diarra', 'Aminata Dao', 'Joseph Traoré']"
168,Atanarjuat: The Fast Runner,"['Drama', 'Fantasy']","['Eugene Ipkarnak', 'Abraham Ulayuruluk', 'Madeline Ivalu', 'Mary Qulitalik', 'Neeve Irngaut', 'Peter-Henry Arnatsiaq', 'Sylvia Ivalu', 'Natar Ungalaaq', 'Alex Uttak', 'Pakak Innuksuk', 'Lucy Tulugarjuk', 'Eric Nutarariaq', 'Apayata Kotierk', 'Pauloosie Qulitalik', 'Luke Taqqaugaq']"
169,Time,['Documentary'],['Fox Rich']
170,Gavagai,['Drama'],"['Ask Aygin Gaup', 'Hellek Sandnes', 'Halvor Sandnes', 'Andreas Lust', 'Susan S. Solvang', 'Essra Berge', 'Marja Susanne Sipelä Solvang', 'Anni-Kristiina Juuso', 'Einar Andreas Søli', 'Marie Helga Helgetveit', 'Kim Robin Svartdal', 'Miriam Berge', 'Mikkel Gaup', 'Amel Ibisevic', 'Edith Søli', 'Mona Eiris', 'Thomas Tufte', 'Joakim Nango', 'Jostein A.B. Sandvik', 'Karin Mustvedt-Plüs', 'Ina Nena Schick', 'Tore Dale', 'Rune Samuelsen']"
171,The Man Who Would Be King,['Adventure'],"['Nadia Atbib', 'Karroom Ben Bouih', 'Graham Acres', 'Jack May', 'Saeed Jaffrey', 'Paul Antrim', 'Mohammad Shamsi', 'Shakira Caine', 'Michael Caine', 'Sean Connery', 'Albert Moses', 'Doghmi Larbi', 'Christopher Plummer', 'Yvonne Ocampo', 'The Blue Dancers of Goulamine']"
172,The Killing,"['Drama', 'Thriller', 'Crime', 'Film-Noir']","['Jay C. Flippen', 'Marie Windsor', 'Vince Edwards', 'Ted de Corsia', 'Elisha Cook Jr.', 'Dorothy Adams', 'Joe Sawyer', 'Tito Vuolo', 'Kola Kwariani', 'James Edwards', 'Herbert Ellis', 'Timothy Carey', 'Coleen Gray', 'Sterling Hayden', 'Jay Adler']"
173,Swing Time,"['Comedy', 'Romance', 'Musical']","['Jack Chefe', 'Victor Moore', 'Martin Cichy', 'Ralph Brooks', 'Ginger Rogers', 'Eric Blore', 'Georges Metaxa', 'Helen Broderick', 'Fred Astaire', 'Bill Brande', 'Betty Furness', 'Harry Bernard', 'William Bailey', 'Harry Bowen', 'Ralph Byrd']"
174,Breaking Away,"['Drama', 'Sport', 'Comedy', 'Romance']","['Robyn Douglass', 'Hart Bochner', 'Jackie Earle Haley', 'Daniel Stern', 'Jennifer K. Mickel', 'P.J. Soles', 'Dennis Quaid', 'Peter Maloney', 'Lisa Shure', 'Amy Wright', 'Dennis Christopher', 'John Ashton', 'Paul Dooley', 'David K. Blase', 'Barbara Barrie']"
175,The Souvenir,"['Drama', 'Mystery', 'Romance']","['Tosin Cole', 'Tom Burke', 'Janet Etuk', 'Richard Ayoade', 'Jaygann Ayeh', 'Jack McMullen', 'Leonardo Bozzo', 'James Barrett', 'Honor Swinton-Byrne', 'Jaz Dalrymple', 'Jake Phillips Head', 'James Spencer Ashworth', 'Neil Young', 'Alice McMillan', 'Jack W. Gregory', 'Tilda Swinton', 'Barbara Peirson', 'Hannah Ashby Ward', 'Steve Gough', 'Fabrizio Matteini', 'Frankie Wilson', 'Richard Tree', 'Dick Fontaine', 'Crispin Buxton', 'James Dodds', 'Chyna Terrelonge-Vaughan']"
176,After Life,"['Drama', 'Fantasy']","['Arata', 'Erika Oda', 'Sadao Abe', 'Kazuko Shirakawa', 'Kôtarô Shiga', 'Susumu Terajima', 'Hisako Hara', 'Takashi Naitô', 'Tôru Yuri', 'Natsuo Ishidô', 'Taketoshi Naitô', 'Sayaka Yoshino', 'Yûsuke Iseya', 'Kyôko Kagawa', 'Kei Tani']"
177,Son of Saul,"['Drama', 'History', 'Thriller', 'Horror', 'War']","['Uwe Lauer', 'Amitai Kedar', 'Jerzy Walczak', 'Eszter Csépai', 'Balázs Farkas', 'Urs Rechn', 'Gergö Farkas', 'Levente Molnár', 'Levente Orbán', 'Mendy Cahan', 'Géza Röhrig', 'Björn Freiberg', 'Attila Fritz', 'Marcin Czarnik', 'Christian Harting', 'Kamil Dobrowolski', 'Todd Charmont', 'Juli Jakab', 'Sándor Zsótér', 'Mihály Kormos']"
178,Love Affair,"['Drama', 'Comedy', 'Romance']","['Astrid Allwyn', 'Dell Henderson', 'Ferike Boros', 'Mary Bovard', 'Maurice Moscovitch', 'Tom Dugan', 'Carol Hughes', 'Charles Boyer', 'Lee Bowman', 'Scotty Beckett', 'Maria Ouspenskaya', 'Leyland Hodgson', 'Irene Dunne', 'Joe Gilbert', 'Bess Flowers']"
179,Frankenstein,"['Sci-Fi', 'Drama', 'Horror']","['Arletta Duncan', 'Dwight Frye', 'Edward Van Sloan', 'John Boles', 'Boris Karloff', 'Colin Clive', 'William Dyer', 'Francis Ford', 'Frederick Kerr', 'Lionel Belmore', 'Mae Clarke', 'Marilyn Harris', 'Ted Billings', 'Mae Bruce', 'Jack Curtis']"
180,8½,['Drama'],"['Jean Rougeul', 'Barbara Steele', 'Claudia Cardinale', 'Sandra Milo', 'Anouk Aimée', 'Mario Conocchia', 'Bruno Agostini', 'Marcello Mastroianni', 'Mario Pisu', 'Cesarino Miceli Picardi', 'Caterina Boratto', 'Eddra Gale', 'Guido Alberti', 'Madeleine Lebeau', 'Rossella Falk']"
181,Little Women,"['Drama', 'Romance']","['Timothée Chalamet', 'Ken Holmes', 'Jamie Ghazarian', 'Louis Garrel', 'Hadley Robinson', 'Laura Dern', 'Adam Desautels', 'Florence Pugh', 'Saoirse Ronan', 'Chris Cooper', 'Meryl Streep', 'Maryann Plunkett', 'Stevie Costa', 'Rafael Silva', 'Paul Tawczynski', 'James Norton', 'Jen Nikolaisen', 'Kayla Caulfield', 'Emily Edström', 'Emma Watson', 'Bob Odenkirk', 'Brian Daniels', 'Eowyn Young', 'Tracy Letts', 'Eliza Scanlen', 'Lilly Englert', 'Mason Alban', 'Domenic Arduino', 'Abby Quinn', 'Sasha Frolova', 'Jayne Houdyshell']"
182,E.T. The Extra-Terrestrial,"['Adventure', 'Sci-Fi', 'Drama', 'Fantasy', 'Family']","['Robert Barton', 'Frank Toth', 'Michael Darrell', 'Robert MacNaughton', 'Dee Wallace', 'David Berkson', 'Henry Thomas', 'Peter Coyote', 'C. Thomas Howell', 'Erika Eleniak', 'Richard Swingler', 'Sean Frye', 'Drew Barrymore', ""David M. O'Dell"", 'K.C. Martel']"
183,The African Queen,"['Adventure', 'Drama', 'Romance', 'War']","['Peter Swanwick', 'John von Kotze', 'Humphrey Bogart', 'Robert Morley', 'Gerald Onn', 'Katharine Hepburn', 'Errol John', 'Peter Bull', 'Walter Gotell', 'Richard Marner', 'Theodore Bikel']"
184,The Triplets of Belleville,"['Adventure', 'Comedy', 'Music', 'Animation']","['Michèle Caucheteux', 'Jean-Claude Donda', 'Mari-Lou Gauthier', 'Michel Robin', 'Béatrice Bonifassi', 'Lina Boudreau', 'Charles Linton', 'Monica Viegas']"
185,The Queen,"['Biography', 'Drama']","['Dolina MacLennan', 'Sylvia Syms', ""Gray O'Brien"", 'Tim McMullan', 'Helen Mirren', 'Alex Jennings', 'Lola Peploe', 'Douglas Reith', 'Joyce Henderson', 'Amanda Hadingue', 'James Cromwell', 'Robin Soans', 'Roger Allam', 'Pat Laffan', 'John McGlynn']"
186,All Quiet on the Western Front,"['Drama', 'War']","['Owen Davis Jr.', 'Lew Ayres', 'John Wray', 'G. Pat Collins', 'Beryl Mercer', 'Slim Summerville', 'Richard Alexander', 'Russell Gleason', 'Scott Kolk', 'William Bakewell', 'Walter Rogers', 'Arnold Lucy', 'Ben Alexander', 'Harold Goodwin', 'Louis Wolheim']"
187,A Bread Factory Part Two: Walk With Me a While,"['Drama', 'Comedy']","['Brian Murray', 'Eugene Brell', 'Elisabeth Henry-Macari', 'James Marsters', 'Martina Arroyo', 'Logan Smith', ""Glynnis O'Connor"", 'Leo Heller', 'Jake Brinskele', 'Janet Hsieh', 'James Chen', 'Jessica Pimentel', 'Chris Conroy', 'Jacqui Anders', 'Noah Matthews', 'Keaton Nigel Cooke', 'Tyne Daly', 'Trevor St. John', 'Daniel Borak', 'Anni Krueger', 'George Young', 'Zachary Sayle', 'Philip Kerr', 'Nana Visitor']"
188,The Ladykillers,"['Comedy', 'Crime']","['Kenneth Connor', 'Hélène Burls', 'Katie Johnson', 'Cecil Parker', 'Herbert Lom', 'Philip Stainton', 'Peter Sellers', 'Fred Griffiths', 'Michael Corcoran', 'Alec Guinness', 'Danny Green', 'Frankie Howerd', 'Harold Goodwin', 'Jack Warner', 'Madge Brindley']"
189,Young Mr. Lincoln,"['Biography', 'Drama']","['Judith Dickens', 'Tiny Jones', 'Richard Cromwell', 'Eddy Waller', 'Eddie Collins', 'Clarence Wilson', 'Alice Brady', 'Pauline Moore', 'Arleen Whelan', 'Marjorie Weaver', 'Spencer Charters', 'Henry Fonda', 'Ward Bond', 'Donald Meek', 'Eddie Quillan']"
190,Stories We Tell,['Documentary'],"['Justin Goodhand', 'Harry Gulkin', 'Wayne Curnew', 'Victoria Mitchell', 'Robert Macmillan', 'Cathy Gulkin', 'Tom Butler', 'Pixie Bigelow', 'Alex Hatz', 'Andrew Church', 'Rebecca Jenkins', 'Susy Buchan', 'Peter Evans', 'Geoffrey Bowes', 'John Buchan', 'Deirdre Bowen']"
191,Procession,['Documentary'],"['Michael Sandridge', 'Ed Gavagan', 'Tom Viviano', 'Joe Eldred', 'Mike Foreman', 'Dan Laurine']"
192,A Bread Factory Part One: For the Sake of Gold,"['Drama', 'Comedy']","['Brian Murray', 'Eugene Brell', 'Noah Averbach-Katz', 'Elisabeth Henry-Macari', 'James Marsters', 'Martina Arroyo', 'Rosemary Howard', 'Janeane Garofalo', 'Alyssa Maria App', ""Glynnis O'Connor"", 'Janet Hsieh', 'Noel Ramos', 'Jessica Pimentel', 'Chris Conroy', 'Aidan Pierce Brennan', 'Tyne Daly', 'Amy Carlson', 'Trevor St. John', 'Elaine Bromka', 'George Young', 'Zachary Sayle', 'Philip Kerr', 'Nana Visitor']"
193,The Act of Killing,"['History', 'Crime', 'Documentary']","['Anwars Congo', 'Soaduon Siregar', 'Ibrahim Sinik', 'Haji Marzuki', 'Herman Koto', 'Jusuf Kalla', 'Syamsul Arifin', 'Haji Anif', 'Anwar Congo', 'Safit Pardede', 'Sakhyan Asmara', 'Adi Zulkadry', 'Yapto Soerjosoemarno']"
194,"This Is Not a Burial, It's a Resurrection",['Drama'],"['Tseko Monaheng', 'Siphiwe Nzima-Ntskhe', 'Aleandro Florio', 'Makhaola Ndebele', 'Jerry Mofokeng', 'Thabiso Makoto', 'Sarah Weber', 'Silas Monyatse', 'Thabo Letsie', 'Mary Twala']"
195,On the Waterfront,"['Drama', 'Romance', 'Crime']","['Leif Erickson', 'Tony Galento', 'Marlon Brando', 'John Heldabrand', 'Pat Henning', 'Karl Malden', 'Don Blackman', 'Rudy Bond', 'Arthur Keegan', 'Rod Steiger', 'Lee J. Cobb', 'John F. Hamilton', 'Abe Simon', 'James Westerfield', 'Tami Mauriello']"
196,Jafar Panahi's Taxi,"['Drama', 'Comedy']",['Jafar Panahi']
197,Ida,['Drama'],"['Mariusz Jakus', 'Dawid Ogrodnik', 'Agata Kulesza', 'Joanna Kulig', 'Jan Wociech Poradowski', 'Agata Trzebuchowska', 'Krzysztof Brzezinski', 'Dorota Kuduk', 'Jerzy Trela', 'Natalia Lagiewczyk', 'Anna Grzeszczak', 'Lukasz Jerzykowski', 'Pawel Burczyk', 'Artur Janusiak', 'Izabela Dabrowska', 'Adam Szyszkowski', 'Marek Kasprzyk', 'Afrodyta Weselak', 'Halina Skoczynska']"
198,Beau Travail,['Drama'],"['Dan Herzberg', 'Michel Subor', 'Giuseppe Molino', 'Marc Veh', 'Bernardo Montet', 'Thong Duy Nguyen', 'Denis Lavant', 'Nicolas Duvauchelle', 'Richard Courcet', 'Dimitri Tsiapkinis', 'Gianfranco Poddighe', 'Mickael Ravovski', 'Grégoire Colin', 'Jean-Yves Vivet', 'Adiatou Massudi']"
199,Her,"['Sci-Fi', 'Drama', 'Comedy', 'Romance']","['Artt Butler', 'Sam Jaeger', 'Laura Kai Chen', 'Olivia Wilde', 'Jeremy Rabb', 'Portia Doubleday', 'Lynn A. Freedman', 'Scarlett Johansson', 'Bill Hader', 'Lisa Renee Pitts', 'Amy Adams', 'Nicole Grother', 'Laura Meadows', 'Katherine Boecher', 'Laura Colquhoun', 'Pamela Roylance', 'Evelyn Edwards', 'Samantha Sarakanti', 'Gracie Prewitt', 'Joaquin Phoenix', 'Nico David', 'Tiffany Pulvino', 'Kristen Wiig', 'Caroline Jaden Stussi', 'Claudia Choi', 'Gabe Gomez', 'Chris Pratt', 'Spike Jonze', 'Brian Johnson', 'Luka Jones', 'Cassandra Starr', 'May Lindstrom', 'Rachel Ann Mullins', 'Rooney Mara', 'Samantha Morton', 'Eric Pumphrey', 'Kim Farris', 'Melanie Seacat', 'Matt Letscher', 'Kelly Sarah', 'Alia Janine']"
